geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PLIN1,3128.1593548888145,-1.8988332298637163,0.4859471674191384,-3.907489038259868,9.32602711677328e-05,0.008383074758357194
CHP2,4.525708139931253,-2.436834894589631,0.7446707612211989,-3.2723654821540484,0.001066516101823373,0.036453518098074275
MS4A14,414.768124054834,-1.3522014383924699,0.34691108213456556,-3.8978329261558606,9.705733819866791e-05,0.008579442071099832
TMEM92,73.77765670521306,1.7577651613851524,0.36668002750996,4.79373030847012,1.6370832036155853e-06,0.0006054573466613227
IGF2,144.75112864961918,-1.1456598695219613,0.33620088945567383,-3.4076646001051403,0.0006552137737263846,0.027042474864229355
CA4,91.36581943672749,-2.310185521002236,0.6286821017097238,-3.6746481484355966,0.0002381774126162724,0.014716505282181222
JSRP1,50.32568157279552,1.605677456479654,0.4049365802401374,3.965256622475173,7.331702598218909e-05,0.007084230114122871
NIBAN3,88.64197606494189,-2.039587403474632,0.4234812462292381,-4.81624020339868,1.4628841192465966e-06,0.000553761875539747
MVD,1416.2219259114083,1.0601923584509423,0.21970332302433745,4.825563600298846,1.396079032820856e-06,0.0005398095490173806
GPD1,2117.9225411729753,-1.7218001009471866,0.49552556066994896,-3.4746948242575386,0.0005114348269509363,0.02330867845888573
KLK1,68.81161276638325,-1.220450295773871,0.3907587515974144,-3.1232833321958706,0.0017884549016862143,0.04703606192066226
